Cuda is available!
Step [10/100000], d_real_loss: 0.2485, d_mnist_loss: 0.1324, d_svhn_loss: 0.1161, d_fake_loss: 0.1903, g_loss: 1.2494 
Step [32030/100000], d_real_loss: 0.0460, d_mnist_loss: 0.0061, d_svhn_loss: 0.0399, d_fake_loss: 0.0324, g_loss: 1.2017 
Step [32040/100000], d_real_loss: 0.1035, d_mnist_loss: 0.0135, d_svhn_loss: 0.0900, d_fake_loss: 0.0504, g_loss: 1.1947 
Step [32050/100000], d_real_loss: 0.0652, d_mnist_loss: 0.0021, d_svhn_loss: 0.0631, d_fake_loss: 0.0388, g_loss: 1.1334 
Step [32060/100000], d_real_loss: 0.0551, d_mnist_loss: 0.0087, d_svhn_loss: 0.0464, d_fake_loss: 0.0540, g_loss: 1.0651 
Step [32070/100000], d_real_loss: 0.0383, d_mnist_loss: 0.0017, d_svhn_loss: 0.0366, d_fake_loss: 0.0355, g_loss: 1.1009 
Step [32080/100000], d_real_loss: 0.0462, d_mnist_loss: 0.0052, d_svhn_loss: 0.0410, d_fake_loss: 0.0254, g_loss: 1.1875 
Step [32090/100000], d_real_loss: 0.0732, d_mnist_loss: 0.0170, d_svhn_loss: 0.0561, d_fake_loss: 0.1113, g_loss: 1.2784 
Step [32100/100000], d_real_loss: 0.0393, d_mnist_loss: 0.0156, d_svhn_loss: 0.0237, d_fake_loss: 0.0404, g_loss: 1.2788 
Step [32110/100000], d_real_loss: 0.0433, d_mnist_loss: 0.0090, d_svhn_loss: 0.0343, d_fake_loss: 0.0443, g_loss: 0.8812 
Step [32120/100000], d_real_loss: 0.0279, d_mnist_loss: 0.0043, d_svhn_loss: 0.0235, d_fake_loss: 0.0481, g_loss: 1.1642 
Step [32130/100000], d_real_loss: 0.0467, d_mnist_loss: 0.0033, d_svhn_loss: 0.0435, d_fake_loss: 0.0800, g_loss: 1.0829 
Step [32140/100000], d_real_loss: 0.0351, d_mnist_loss: 0.0033, d_svhn_loss: 0.0317, d_fake_loss: 0.0382, g_loss: 1.1302 
Step [32150/100000], d_real_loss: 0.0902, d_mnist_loss: 0.0089, d_svhn_loss: 0.0813, d_fake_loss: 0.0205, g_loss: 1.0412 
Step [32160/100000], d_real_loss: 0.0384, d_mnist_loss: 0.0033, d_svhn_loss: 0.0351, d_fake_loss: 0.0484, g_loss: 1.1400 
Step [32170/100000], d_real_loss: 0.0391, d_mnist_loss: 0.0122, d_svhn_loss: 0.0268, d_fake_loss: 0.0308, g_loss: 1.1216 
Step [32180/100000], d_real_loss: 0.0259, d_mnist_loss: 0.0014, d_svhn_loss: 0.0245, d_fake_loss: 0.0382, g_loss: 1.1211 
Step [32190/100000], d_real_loss: 0.0158, d_mnist_loss: 0.0014, d_svhn_loss: 0.0144, d_fake_loss: 0.0376, g_loss: 1.2369 
Step [32200/100000], d_real_loss: 0.1800, d_mnist_loss: 0.0024, d_svhn_loss: 0.1775, d_fake_loss: 0.1279, g_loss: 1.0987 
Step [32210/100000], d_real_loss: 0.0202, d_mnist_loss: 0.0018, d_svhn_loss: 0.0183, d_fake_loss: 0.0726, g_loss: 0.9477 
Step [32220/100000], d_real_loss: 0.0380, d_mnist_loss: 0.0132, d_svhn_loss: 0.0248, d_fake_loss: 0.0183, g_loss: 1.0371 
Step [32230/100000], d_real_loss: 0.0216, d_mnist_loss: 0.0025, d_svhn_loss: 0.0191, d_fake_loss: 0.0251, g_loss: 1.1746 
Step [32240/100000], d_real_loss: 0.0269, d_mnist_loss: 0.0031, d_svhn_loss: 0.0239, d_fake_loss: 0.0298, g_loss: 1.1065 
Step [32250/100000], d_real_loss: 0.1141, d_mnist_loss: 0.0018, d_svhn_loss: 0.1124, d_fake_loss: 0.0912, g_loss: 1.1727 
Step [32260/100000], d_real_loss: 0.0289, d_mnist_loss: 0.0020, d_svhn_loss: 0.0269, d_fake_loss: 0.0219, g_loss: 1.1530 
Step [32270/100000], d_real_loss: 0.0181, d_mnist_loss: 0.0018, d_svhn_loss: 0.0163, d_fake_loss: 0.0349, g_loss: 1.1160 
Step [32280/100000], d_real_loss: 0.1153, d_mnist_loss: 0.0378, d_svhn_loss: 0.0776, d_fake_loss: 0.1060, g_loss: 1.4119 
Step [32290/100000], d_real_loss: 0.0559, d_mnist_loss: 0.0233, d_svhn_loss: 0.0326, d_fake_loss: 0.1351, g_loss: 1.1598 
Step [32300/100000], d_real_loss: 0.0421, d_mnist_loss: 0.0099, d_svhn_loss: 0.0322, d_fake_loss: 0.0242, g_loss: 1.2052 
Step [32310/100000], d_real_loss: 0.0337, d_mnist_loss: 0.0092, d_svhn_loss: 0.0245, d_fake_loss: 0.0197, g_loss: 1.1909 
Step [32320/100000], d_real_loss: 0.0297, d_mnist_loss: 0.0018, d_svhn_loss: 0.0280, d_fake_loss: 0.0541, g_loss: 1.1023 
Step [32330/100000], d_real_loss: 0.0448, d_mnist_loss: 0.0084, d_svhn_loss: 0.0364, d_fake_loss: 0.0562, g_loss: 1.1739 
Step [32340/100000], d_real_loss: 0.0957, d_mnist_loss: 0.0105, d_svhn_loss: 0.0852, d_fake_loss: 0.0659, g_loss: 1.2115 
Step [32350/100000], d_real_loss: 0.0340, d_mnist_loss: 0.0027, d_svhn_loss: 0.0313, d_fake_loss: 0.0255, g_loss: 1.0901 
Step [32360/100000], d_real_loss: 0.0486, d_mnist_loss: 0.0015, d_svhn_loss: 0.0471, d_fake_loss: 0.0264, g_loss: 1.1696 
Step [32370/100000], d_real_loss: 0.0401, d_mnist_loss: 0.0040, d_svhn_loss: 0.0361, d_fake_loss: 0.0441, g_loss: 1.1861 
Step [32380/100000], d_real_loss: 0.0227, d_mnist_loss: 0.0016, d_svhn_loss: 0.0211, d_fake_loss: 0.0573, g_loss: 1.1739 
Step [32390/100000], d_real_loss: 0.0338, d_mnist_loss: 0.0116, d_svhn_loss: 0.0222, d_fake_loss: 0.0375, g_loss: 1.1378 
Step [32400/100000], d_real_loss: 0.0382, d_mnist_loss: 0.0022, d_svhn_loss: 0.0359, d_fake_loss: 0.0245, g_loss: 1.1349 
Step [32410/100000], d_real_loss: 0.0878, d_mnist_loss: 0.0023, d_svhn_loss: 0.0855, d_fake_loss: 0.0238, g_loss: 1.2414 
Step [32420/100000], d_real_loss: 0.0322, d_mnist_loss: 0.0011, d_svhn_loss: 0.0312, d_fake_loss: 0.0613, g_loss: 1.1739 
Step [32430/100000], d_real_loss: 0.0392, d_mnist_loss: 0.0011, d_svhn_loss: 0.0382, d_fake_loss: 0.0568, g_loss: 1.1133 
Step [32440/100000], d_real_loss: 0.0457, d_mnist_loss: 0.0245, d_svhn_loss: 0.0212, d_fake_loss: 0.0348, g_loss: 1.1766 
Step [32450/100000], d_real_loss: 0.0326, d_mnist_loss: 0.0059, d_svhn_loss: 0.0267, d_fake_loss: 0.1034, g_loss: 1.1086 
Step [32460/100000], d_real_loss: 0.0441, d_mnist_loss: 0.0023, d_svhn_loss: 0.0418, d_fake_loss: 0.0705, g_loss: 1.0760 
Step [32470/100000], d_real_loss: 0.0507, d_mnist_loss: 0.0020, d_svhn_loss: 0.0487, d_fake_loss: 0.0308, g_loss: 1.1711 
Step [32480/100000], d_real_loss: 0.0230, d_mnist_loss: 0.0076, d_svhn_loss: 0.0153, d_fake_loss: 0.0849, g_loss: 1.2366 
Step [32490/100000], d_real_loss: 0.0421, d_mnist_loss: 0.0036, d_svhn_loss: 0.0385, d_fake_loss: 0.0246, g_loss: 1.1636 
Step [32500/100000], d_real_loss: 0.0421, d_mnist_loss: 0.0161, d_svhn_loss: 0.0261, d_fake_loss: 0.0229, g_loss: 1.0410 
Step [32510/100000], d_real_loss: 0.0217, d_mnist_loss: 0.0016, d_svhn_loss: 0.0201, d_fake_loss: 0.0280, g_loss: 1.0927 
Step [32520/100000], d_real_loss: 0.0395, d_mnist_loss: 0.0135, d_svhn_loss: 0.0260, d_fake_loss: 0.0181, g_loss: 1.2205 
Step [32530/100000], d_real_loss: 0.0364, d_mnist_loss: 0.0020, d_svhn_loss: 0.0345, d_fake_loss: 0.0323, g_loss: 1.1297 
Step [32540/100000], d_real_loss: 0.0334, d_mnist_loss: 0.0024, d_svhn_loss: 0.0310, d_fake_loss: 0.0370, g_loss: 1.1897 
Step [32550/100000], d_real_loss: 0.0230, d_mnist_loss: 0.0026, d_svhn_loss: 0.0204, d_fake_loss: 0.1450, g_loss: 1.2019 
Step [32560/100000], d_real_loss: 0.0304, d_mnist_loss: 0.0053, d_svhn_loss: 0.0252, d_fake_loss: 0.0752, g_loss: 1.2102 
Step [32570/100000], d_real_loss: 0.0297, d_mnist_loss: 0.0016, d_svhn_loss: 0.0281, d_fake_loss: 0.1181, g_loss: 1.0742 
Step [32580/100000], d_real_loss: 0.0427, d_mnist_loss: 0.0041, d_svhn_loss: 0.0386, d_fake_loss: 0.0404, g_loss: 1.2284 
Step [32590/100000], d_real_loss: 0.0451, d_mnist_loss: 0.0052, d_svhn_loss: 0.0399, d_fake_loss: 0.0285, g_loss: 1.0968 
Step [32600/100000], d_real_loss: 0.0315, d_mnist_loss: 0.0103, d_svhn_loss: 0.0212, d_fake_loss: 0.1026, g_loss: 1.3550 
Step [32610/100000], d_real_loss: 0.0495, d_mnist_loss: 0.0053, d_svhn_loss: 0.0441, d_fake_loss: 0.0346, g_loss: 1.0648 
Step [32620/100000], d_real_loss: 0.4091, d_mnist_loss: 0.3906, d_svhn_loss: 0.0185, d_fake_loss: 0.1024, g_loss: 1.4395 
Step [32630/100000], d_real_loss: 0.0318, d_mnist_loss: 0.0141, d_svhn_loss: 0.0178, d_fake_loss: 0.0540, g_loss: 1.0672 
Step [32640/100000], d_real_loss: 0.0275, d_mnist_loss: 0.0018, d_svhn_loss: 0.0257, d_fake_loss: 0.0335, g_loss: 1.1074 
Step [32650/100000], d_real_loss: 0.1138, d_mnist_loss: 0.0295, d_svhn_loss: 0.0843, d_fake_loss: 0.0619, g_loss: 1.4086 
Step [32660/100000], d_real_loss: 0.0196, d_mnist_loss: 0.0032, d_svhn_loss: 0.0165, d_fake_loss: 0.0223, g_loss: 1.0841 
Step [32670/100000], d_real_loss: 0.0455, d_mnist_loss: 0.0223, d_svhn_loss: 0.0232, d_fake_loss: 0.0363, g_loss: 1.2127 
Step [32680/100000], d_real_loss: 0.0563, d_mnist_loss: 0.0329, d_svhn_loss: 0.0235, d_fake_loss: 0.0682, g_loss: 1.2341 
Step [32690/100000], d_real_loss: 0.0482, d_mnist_loss: 0.0231, d_svhn_loss: 0.0251, d_fake_loss: 0.0284, g_loss: 1.2128 
Step [32700/100000], d_real_loss: 0.0380, d_mnist_loss: 0.0012, d_svhn_loss: 0.0368, d_fake_loss: 0.0510, g_loss: 1.2361 
Step [32710/100000], d_real_loss: 0.0714, d_mnist_loss: 0.0048, d_svhn_loss: 0.0667, d_fake_loss: 0.0542, g_loss: 1.1713 
Step [32720/100000], d_real_loss: 0.0387, d_mnist_loss: 0.0014, d_svhn_loss: 0.0372, d_fake_loss: 0.0741, g_loss: 1.1214 
Step [32730/100000], d_real_loss: 0.0229, d_mnist_loss: 0.0081, d_svhn_loss: 0.0148, d_fake_loss: 0.0435, g_loss: 1.0854 
Step [32740/100000], d_real_loss: 0.0297, d_mnist_loss: 0.0072, d_svhn_loss: 0.0225, d_fake_loss: 0.0330, g_loss: 1.1426 
Step [32750/100000], d_real_loss: 0.0382, d_mnist_loss: 0.0123, d_svhn_loss: 0.0259, d_fake_loss: 0.0301, g_loss: 1.2657 
Step [32760/100000], d_real_loss: 0.0338, d_mnist_loss: 0.0034, d_svhn_loss: 0.0304, d_fake_loss: 0.0908, g_loss: 1.1141 
Step [32770/100000], d_real_loss: 0.0156, d_mnist_loss: 0.0041, d_svhn_loss: 0.0115, d_fake_loss: 0.0399, g_loss: 1.0257 
Step [32780/100000], d_real_loss: 0.0280, d_mnist_loss: 0.0020, d_svhn_loss: 0.0259, d_fake_loss: 0.0430, g_loss: 1.0758 
Step [32790/100000], d_real_loss: 0.0330, d_mnist_loss: 0.0033, d_svhn_loss: 0.0296, d_fake_loss: 0.0594, g_loss: 1.1025 
Step [32800/100000], d_real_loss: 0.0886, d_mnist_loss: 0.0240, d_svhn_loss: 0.0647, d_fake_loss: 0.0939, g_loss: 1.1053 
Step [32810/100000], d_real_loss: 0.2767, d_mnist_loss: 0.2358, d_svhn_loss: 0.0409, d_fake_loss: 0.0923, g_loss: 1.6185 
Step [32820/100000], d_real_loss: 0.0750, d_mnist_loss: 0.0059, d_svhn_loss: 0.0691, d_fake_loss: 0.0201, g_loss: 1.0802 
Step [32830/100000], d_real_loss: 0.0510, d_mnist_loss: 0.0179, d_svhn_loss: 0.0331, d_fake_loss: 0.0350, g_loss: 1.0801 
Step [32840/100000], d_real_loss: 0.0242, d_mnist_loss: 0.0064, d_svhn_loss: 0.0178, d_fake_loss: 0.0208, g_loss: 1.0725 
Step [32850/100000], d_real_loss: 0.1263, d_mnist_loss: 0.0292, d_svhn_loss: 0.0970, d_fake_loss: 0.1170, g_loss: 1.2132 
Step [32860/100000], d_real_loss: 0.0605, d_mnist_loss: 0.0039, d_svhn_loss: 0.0566, d_fake_loss: 0.0183, g_loss: 1.1629 
Step [32870/100000], d_real_loss: 0.0292, d_mnist_loss: 0.0022, d_svhn_loss: 0.0270, d_fake_loss: 0.0415, g_loss: 1.1814 
Step [32880/100000], d_real_loss: 0.0227, d_mnist_loss: 0.0039, d_svhn_loss: 0.0188, d_fake_loss: 0.0251, g_loss: 1.1516 
Step [32890/100000], d_real_loss: 0.0286, d_mnist_loss: 0.0026, d_svhn_loss: 0.0260, d_fake_loss: 0.0623, g_loss: 1.1410 
Step [32900/100000], d_real_loss: 0.0198, d_mnist_loss: 0.0052, d_svhn_loss: 0.0146, d_fake_loss: 0.0278, g_loss: 1.1086 
Step [32910/100000], d_real_loss: 0.0396, d_mnist_loss: 0.0018, d_svhn_loss: 0.0378, d_fake_loss: 0.0614, g_loss: 1.0986 
Step [32920/100000], d_real_loss: 0.1033, d_mnist_loss: 0.0056, d_svhn_loss: 0.0976, d_fake_loss: 0.0344, g_loss: 1.2271 
Step [32930/100000], d_real_loss: 0.0401, d_mnist_loss: 0.0237, d_svhn_loss: 0.0163, d_fake_loss: 0.0312, g_loss: 1.0506 
Step [32940/100000], d_real_loss: 0.0243, d_mnist_loss: 0.0039, d_svhn_loss: 0.0204, d_fake_loss: 0.0334, g_loss: 1.2527 
Step [32950/100000], d_real_loss: 0.1089, d_mnist_loss: 0.0012, d_svhn_loss: 0.1077, d_fake_loss: 0.0179, g_loss: 1.0970 
Step [32960/100000], d_real_loss: 0.0352, d_mnist_loss: 0.0009, d_svhn_loss: 0.0343, d_fake_loss: 0.0764, g_loss: 1.1192 
Step [32970/100000], d_real_loss: 0.0274, d_mnist_loss: 0.0032, d_svhn_loss: 0.0242, d_fake_loss: 0.0514, g_loss: 1.1044 
Step [32980/100000], d_real_loss: 0.0971, d_mnist_loss: 0.0023, d_svhn_loss: 0.0949, d_fake_loss: 0.1546, g_loss: 1.1959 
Step [32990/100000], d_real_loss: 0.0503, d_mnist_loss: 0.0174, d_svhn_loss: 0.0329, d_fake_loss: 0.0403, g_loss: 1.0148 
Step [33000/100000], d_real_loss: 0.0655, d_mnist_loss: 0.0014, d_svhn_loss: 0.0641, d_fake_loss: 0.2255, g_loss: 1.1379 
Step [33010/100000], d_real_loss: 0.0431, d_mnist_loss: 0.0087, d_svhn_loss: 0.0344, d_fake_loss: 0.1545, g_loss: 1.0738 
Step [33020/100000], d_real_loss: 0.0317, d_mnist_loss: 0.0009, d_svhn_loss: 0.0308, d_fake_loss: 0.0281, g_loss: 1.1504 
Step [33030/100000], d_real_loss: 0.0436, d_mnist_loss: 0.0020, d_svhn_loss: 0.0417, d_fake_loss: 0.0382, g_loss: 1.1587 
Step [33040/100000], d_real_loss: 0.0401, d_mnist_loss: 0.0228, d_svhn_loss: 0.0173, d_fake_loss: 0.0816, g_loss: 1.1139 
Step [33050/100000], d_real_loss: 0.0267, d_mnist_loss: 0.0012, d_svhn_loss: 0.0254, d_fake_loss: 0.0808, g_loss: 1.2134 
Step [33060/100000], d_real_loss: 0.0189, d_mnist_loss: 0.0018, d_svhn_loss: 0.0172, d_fake_loss: 0.0263, g_loss: 1.1586 
Step [33070/100000], d_real_loss: 0.0392, d_mnist_loss: 0.0220, d_svhn_loss: 0.0173, d_fake_loss: 0.0428, g_loss: 1.0661 
Step [33080/100000], d_real_loss: 0.0825, d_mnist_loss: 0.0020, d_svhn_loss: 0.0805, d_fake_loss: 0.0336, g_loss: 1.1059 
Step [33090/100000], d_real_loss: 0.0460, d_mnist_loss: 0.0011, d_svhn_loss: 0.0450, d_fake_loss: 0.1214, g_loss: 1.1152 
Step [33100/100000], d_real_loss: 0.0301, d_mnist_loss: 0.0018, d_svhn_loss: 0.0283, d_fake_loss: 0.0358, g_loss: 1.2608 
Step [33110/100000], d_real_loss: 0.0321, d_mnist_loss: 0.0042, d_svhn_loss: 0.0280, d_fake_loss: 0.0289, g_loss: 1.1347 
Step [33120/100000], d_real_loss: 0.0308, d_mnist_loss: 0.0077, d_svhn_loss: 0.0231, d_fake_loss: 0.0526, g_loss: 1.2566 
Step [33130/100000], d_real_loss: 0.0179, d_mnist_loss: 0.0016, d_svhn_loss: 0.0163, d_fake_loss: 0.0143, g_loss: 1.1069 
Step [33140/100000], d_real_loss: 0.0558, d_mnist_loss: 0.0035, d_svhn_loss: 0.0522, d_fake_loss: 0.0180, g_loss: 1.0712 
Step [33150/100000], d_real_loss: 0.0731, d_mnist_loss: 0.0042, d_svhn_loss: 0.0689, d_fake_loss: 0.0228, g_loss: 1.1843 
Step [33160/100000], d_real_loss: 0.0369, d_mnist_loss: 0.0072, d_svhn_loss: 0.0297, d_fake_loss: 0.0288, g_loss: 1.2465 
Step [33170/100000], d_real_loss: 0.1204, d_mnist_loss: 0.0018, d_svhn_loss: 0.1186, d_fake_loss: 0.1504, g_loss: 1.1709 
Step [33180/100000], d_real_loss: 0.0761, d_mnist_loss: 0.0015, d_svhn_loss: 0.0746, d_fake_loss: 0.0365, g_loss: 1.1424 
Step [33190/100000], d_real_loss: 0.0344, d_mnist_loss: 0.0088, d_svhn_loss: 0.0256, d_fake_loss: 0.0217, g_loss: 1.1386 
Step [33200/100000], d_real_loss: 0.0378, d_mnist_loss: 0.0091, d_svhn_loss: 0.0287, d_fake_loss: 0.1141, g_loss: 1.0564 
Step [33210/100000], d_real_loss: 0.0461, d_mnist_loss: 0.0011, d_svhn_loss: 0.0450, d_fake_loss: 0.0598, g_loss: 1.3134 
Step [33220/100000], d_real_loss: 0.0227, d_mnist_loss: 0.0022, d_svhn_loss: 0.0204, d_fake_loss: 0.1173, g_loss: 1.2130 
Step [33230/100000], d_real_loss: 0.0232, d_mnist_loss: 0.0025, d_svhn_loss: 0.0207, d_fake_loss: 0.0434, g_loss: 1.0964 
Step [33240/100000], d_real_loss: 0.0853, d_mnist_loss: 0.0597, d_svhn_loss: 0.0256, d_fake_loss: 0.0237, g_loss: 1.3246 
Step [33250/100000], d_real_loss: 0.0481, d_mnist_loss: 0.0051, d_svhn_loss: 0.0430, d_fake_loss: 0.0276, g_loss: 1.2430 
Step [33260/100000], d_real_loss: 0.0365, d_mnist_loss: 0.0023, d_svhn_loss: 0.0342, d_fake_loss: 0.0267, g_loss: 1.1941 
Step [33270/100000], d_real_loss: 0.1315, d_mnist_loss: 0.0069, d_svhn_loss: 0.1245, d_fake_loss: 0.0618, g_loss: 1.1291 
Step [33280/100000], d_real_loss: 0.0788, d_mnist_loss: 0.0071, d_svhn_loss: 0.0717, d_fake_loss: 0.0304, g_loss: 1.1026 
Step [33290/100000], d_real_loss: 0.0451, d_mnist_loss: 0.0042, d_svhn_loss: 0.0410, d_fake_loss: 0.0771, g_loss: 1.0892 
Step [33300/100000], d_real_loss: 0.0310, d_mnist_loss: 0.0057, d_svhn_loss: 0.0254, d_fake_loss: 0.0363, g_loss: 1.1003 
Step [33310/100000], d_real_loss: 0.0526, d_mnist_loss: 0.0035, d_svhn_loss: 0.0491, d_fake_loss: 0.0661, g_loss: 1.1569 
Step [33320/100000], d_real_loss: 0.0590, d_mnist_loss: 0.0090, d_svhn_loss: 0.0500, d_fake_loss: 0.0588, g_loss: 1.1836 
Step [33330/100000], d_real_loss: 0.1287, d_mnist_loss: 0.0098, d_svhn_loss: 0.1189, d_fake_loss: 0.0364, g_loss: 1.2952 
Step [33340/100000], d_real_loss: 0.0317, d_mnist_loss: 0.0017, d_svhn_loss: 0.0300, d_fake_loss: 0.0408, g_loss: 1.2155 
Step [33350/100000], d_real_loss: 0.0666, d_mnist_loss: 0.0069, d_svhn_loss: 0.0597, d_fake_loss: 0.0989, g_loss: 1.1547 
Step [33360/100000], d_real_loss: 0.0607, d_mnist_loss: 0.0015, d_svhn_loss: 0.0591, d_fake_loss: 0.0171, g_loss: 1.1288 
Step [33370/100000], d_real_loss: 0.0416, d_mnist_loss: 0.0153, d_svhn_loss: 0.0263, d_fake_loss: 0.0518, g_loss: 1.2022 
Step [33380/100000], d_real_loss: 0.0520, d_mnist_loss: 0.0017, d_svhn_loss: 0.0503, d_fake_loss: 0.0253, g_loss: 1.1509 
Step [33390/100000], d_real_loss: 0.0393, d_mnist_loss: 0.0019, d_svhn_loss: 0.0373, d_fake_loss: 0.0789, g_loss: 1.1486 
Step [33400/100000], d_real_loss: 0.0245, d_mnist_loss: 0.0016, d_svhn_loss: 0.0229, d_fake_loss: 0.0429, g_loss: 1.2069 
Step [33410/100000], d_real_loss: 0.0983, d_mnist_loss: 0.0024, d_svhn_loss: 0.0958, d_fake_loss: 0.0210, g_loss: 1.1098 
Step [33420/100000], d_real_loss: 0.2625, d_mnist_loss: 0.0068, d_svhn_loss: 0.2557, d_fake_loss: 0.1476, g_loss: 1.2076 
Step [33430/100000], d_real_loss: 0.0291, d_mnist_loss: 0.0032, d_svhn_loss: 0.0259, d_fake_loss: 0.0297, g_loss: 1.1912 
Step [33440/100000], d_real_loss: 0.0292, d_mnist_loss: 0.0017, d_svhn_loss: 0.0275, d_fake_loss: 0.0619, g_loss: 1.1558 
Step [33450/100000], d_real_loss: 0.0665, d_mnist_loss: 0.0223, d_svhn_loss: 0.0442, d_fake_loss: 0.0343, g_loss: 1.1564 
Step [33460/100000], d_real_loss: 0.0473, d_mnist_loss: 0.0032, d_svhn_loss: 0.0441, d_fake_loss: 0.0216, g_loss: 1.1403 
Step [33470/100000], d_real_loss: 0.0446, d_mnist_loss: 0.0199, d_svhn_loss: 0.0247, d_fake_loss: 0.1259, g_loss: 1.4331 
Step [33480/100000], d_real_loss: 0.0386, d_mnist_loss: 0.0087, d_svhn_loss: 0.0299, d_fake_loss: 0.0173, g_loss: 1.1952 
Step [33490/100000], d_real_loss: 0.0489, d_mnist_loss: 0.0014, d_svhn_loss: 0.0475, d_fake_loss: 0.0561, g_loss: 1.3341 
Step [33500/100000], d_real_loss: 0.0403, d_mnist_loss: 0.0028, d_svhn_loss: 0.0374, d_fake_loss: 0.1070, g_loss: 1.2192 
Step [33510/100000], d_real_loss: 0.1103, d_mnist_loss: 0.0400, d_svhn_loss: 0.0703, d_fake_loss: 0.0815, g_loss: 1.2082 
Step [33520/100000], d_real_loss: 0.0594, d_mnist_loss: 0.0033, d_svhn_loss: 0.0562, d_fake_loss: 0.0741, g_loss: 1.2692 
Step [33530/100000], d_real_loss: 0.0629, d_mnist_loss: 0.0028, d_svhn_loss: 0.0601, d_fake_loss: 0.1590, g_loss: 1.2263 
Step [33540/100000], d_real_loss: 0.0188, d_mnist_loss: 0.0020, d_svhn_loss: 0.0168, d_fake_loss: 0.1111, g_loss: 1.1965 
Step [33550/100000], d_real_loss: 0.0494, d_mnist_loss: 0.0122, d_svhn_loss: 0.0372, d_fake_loss: 0.0503, g_loss: 1.2241 
Step [33560/100000], d_real_loss: 0.0397, d_mnist_loss: 0.0075, d_svhn_loss: 0.0322, d_fake_loss: 0.0299, g_loss: 1.2212 
Step [33570/100000], d_real_loss: 0.0304, d_mnist_loss: 0.0046, d_svhn_loss: 0.0257, d_fake_loss: 0.0413, g_loss: 1.1010 
Step [33580/100000], d_real_loss: 0.0528, d_mnist_loss: 0.0033, d_svhn_loss: 0.0495, d_fake_loss: 0.0705, g_loss: 1.1734 
Step [33590/100000], d_real_loss: 0.2174, d_mnist_loss: 0.1989, d_svhn_loss: 0.0185, d_fake_loss: 0.0728, g_loss: 1.5559 
Step [33600/100000], d_real_loss: 0.0702, d_mnist_loss: 0.0041, d_svhn_loss: 0.0661, d_fake_loss: 0.0372, g_loss: 1.1048 
Step [33610/100000], d_real_loss: 0.0818, d_mnist_loss: 0.0570, d_svhn_loss: 0.0248, d_fake_loss: 0.0535, g_loss: 0.9709 
Step [33620/100000], d_real_loss: 0.0275, d_mnist_loss: 0.0052, d_svhn_loss: 0.0223, d_fake_loss: 0.0322, g_loss: 1.1672 
Step [33630/100000], d_real_loss: 0.2849, d_mnist_loss: 0.0369, d_svhn_loss: 0.2481, d_fake_loss: 0.0606, g_loss: 0.9959 
Step [33640/100000], d_real_loss: 0.0442, d_mnist_loss: 0.0067, d_svhn_loss: 0.0375, d_fake_loss: 0.0300, g_loss: 1.0593 
Step [33650/100000], d_real_loss: 0.0861, d_mnist_loss: 0.0194, d_svhn_loss: 0.0666, d_fake_loss: 0.2414, g_loss: 0.9657 
Step [33660/100000], d_real_loss: 0.0818, d_mnist_loss: 0.0043, d_svhn_loss: 0.0776, d_fake_loss: 0.1069, g_loss: 1.1723 
Step [33670/100000], d_real_loss: 0.0407, d_mnist_loss: 0.0036, d_svhn_loss: 0.0371, d_fake_loss: 0.0705, g_loss: 1.1194 
Step [33680/100000], d_real_loss: 0.0355, d_mnist_loss: 0.0039, d_svhn_loss: 0.0316, d_fake_loss: 0.0246, g_loss: 1.0964 
Step [33690/100000], d_real_loss: 0.0324, d_mnist_loss: 0.0017, d_svhn_loss: 0.0307, d_fake_loss: 0.0713, g_loss: 1.2163 
Step [33700/100000], d_real_loss: 0.0518, d_mnist_loss: 0.0264, d_svhn_loss: 0.0254, d_fake_loss: 0.0183, g_loss: 1.1024 
Step [33710/100000], d_real_loss: 0.0954, d_mnist_loss: 0.0319, d_svhn_loss: 0.0634, d_fake_loss: 0.0875, g_loss: 1.0455 
Step [33720/100000], d_real_loss: 0.0734, d_mnist_loss: 0.0203, d_svhn_loss: 0.0532, d_fake_loss: 0.0747, g_loss: 1.2589 
Step [33730/100000], d_real_loss: 0.0254, d_mnist_loss: 0.0038, d_svhn_loss: 0.0217, d_fake_loss: 0.0224, g_loss: 1.1527 
Step [33740/100000], d_real_loss: 0.0483, d_mnist_loss: 0.0073, d_svhn_loss: 0.0410, d_fake_loss: 0.0302, g_loss: 1.1084 
Step [33750/100000], d_real_loss: 0.0525, d_mnist_loss: 0.0164, d_svhn_loss: 0.0361, d_fake_loss: 0.0237, g_loss: 1.2053 
Step [33760/100000], d_real_loss: 0.0387, d_mnist_loss: 0.0030, d_svhn_loss: 0.0358, d_fake_loss: 0.1020, g_loss: 1.1154 
Step [33770/100000], d_real_loss: 0.0466, d_mnist_loss: 0.0016, d_svhn_loss: 0.0450, d_fake_loss: 0.0279, g_loss: 1.1495 
Step [33780/100000], d_real_loss: 0.0291, d_mnist_loss: 0.0023, d_svhn_loss: 0.0268, d_fake_loss: 0.0244, g_loss: 1.0949 
Step [33790/100000], d_real_loss: 0.0389, d_mnist_loss: 0.0014, d_svhn_loss: 0.0375, d_fake_loss: 0.1672, g_loss: 1.1269 
Step [33800/100000], d_real_loss: 0.0357, d_mnist_loss: 0.0010, d_svhn_loss: 0.0347, d_fake_loss: 0.0358, g_loss: 1.2207 
